1-2;"Moscow State University; Saint Petersburg State University


";
3-23;"IKBFU (Kaliningrad); HSE (Moscow); FEFU (Vladivostok); KFU (Kazan); MIPT (Moscow); NUST MISiS (Moscow); MEPhI (Moscow); UNN (Nizhny Novgorod); NSU (Novosibirsk); MSMU (Moscow); RUDN (Moscow); SSAU (Samara); LETI (Saint Petersburg); SPbPU (Saint Petersburg); SIBFU (Krasnoyarsk); TSU (Tomsk); TPU (Tomsk); University of Tyumen (Tyumen); ITMO (Saint Petersburg); UrFu (Ekaterinburg); South Ural State University (Chelyabinsk)";Project 5-100 partisipants, 5top100.ru/en/
